,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
25664,48,services,single,secondary,no,2749,no,no,cellular,19,11,442,1,-1,0,unknown,no
25665,32,management,married,tertiary,no,1923,no,no,cellular,19,11,75,1,-1,0,unknown,no
25666,31,housemaid,married,secondary,no,14,no,no,cellular,19,11,46,1,-1,0,unknown,no
25669,32,management,married,tertiary,no,0,no,no,cellular,19,11,66,1,-1,0,unknown,no
25670,32,technician,married,secondary,no,599,no,no,cellular,19,11,79,1,-1,0,unknown,no
25671,34,admin.,single,tertiary,no,3092,no,no,cellular,19,11,115,1,-1,0,unknown,no
25672,51,entrepreneur,married,secondary,no,5403,yes,no,cellular,19,11,698,1,-1,0,unknown,no
25673,54,technician,married,secondary,no,4475,yes,no,cellular,19,11,108,1,-1,0,unknown,no
25674,51,retired,married,tertiary,no,580,no,no,cellular,19,11,694,2,-1,0,unknown,yes
25675,32,technician,divorced,secondary,no,18,no,no,telephone,19,11,20,1,177,1,failure,no
25676,40,student,married,secondary,no,260,no,no,cellular,19,11,52,1,152,6,failure,no
25677,30,unemployed,single,tertiary,no,1622,no,no,cellular,19,11,242,1,-1,0,unknown,no
25679,31,blue-collar,married,secondary,no,69,no,no,cellular,19,11,640,1,-1,0,unknown,no
25680,44,admin.,married,tertiary,no,688,no,no,telephone,19,11,274,1,-1,0,unknown,no
25681,33,entrepreneur,single,secondary,no,1808,no,no,cellular,19,11,84,1,-1,0,unknown,no
25682,31,unemployed,married,secondary,no,24,yes,no,cellular,19,11,631,1,-1,0,unknown,no
25684,32,self-employed,married,tertiary,no,210,yes,no,cellular,19,11,268,1,-1,0,unknown,no
25685,53,retired,married,tertiary,no,1778,no,no,cellular,19,11,186,2,-1,0,unknown,no
25686,36,self-employed,single,tertiary,no,1296,yes,no,cellular,19,11,352,4,-1,0,unknown,no
25687,49,admin.,single,secondary,no,0,no,no,cellular,19,11,325,2,-1,0,unknown,no
25688,33,management,married,tertiary,yes,-148,yes,yes,cellular,19,11,340,2,-1,0,unknown,no
25689,32,technician,married,secondary,no,524,no,no,cellular,19,11,100,1,106,1,failure,no
25690,41,blue-collar,married,primary,no,1491,yes,no,cellular,19,11,145,2,-1,0,unknown,no
25691,43,blue-collar,single,secondary,no,9102,yes,no,cellular,19,11,72,1,-1,0,unknown,no
25692,32,services,single,secondary,no,2615,no,no,cellular,19,11,853,1,-1,0,unknown,yes
25693,33,management,single,tertiary,no,5945,yes,no,cellular,19,11,190,1,-1,0,unknown,no
25694,54,admin.,married,secondary,no,1239,no,no,cellular,19,11,200,1,-1,0,unknown,no
25695,35,management,single,tertiary,no,1531,yes,no,cellular,19,11,127,1,-1,0,unknown,no
25696,41,management,married,tertiary,no,36,no,no,cellular,19,11,388,3,-1,0,unknown,no
25697,48,admin.,married,secondary,no,1428,no,no,cellular,19,11,498,1,-1,0,unknown,no
25698,33,self-employed,married,tertiary,no,-103,yes,no,cellular,19,11,149,2,175,1,failure,no
25699,33,management,single,tertiary,no,201,yes,no,cellular,19,11,171,1,183,1,failure,no
25700,39,housemaid,married,secondary,no,1444,no,no,cellular,19,11,100,1,117,8,success,no
25701,53,unemployed,divorced,secondary,no,587,no,no,cellular,19,11,561,1,-1,0,unknown,yes
25702,46,blue-collar,married,secondary,no,9347,yes,no,cellular,19,11,138,1,117,1,other,no
25703,38,services,married,secondary,no,8876,no,no,cellular,19,11,636,1,-1,0,unknown,no
25704,40,management,married,secondary,no,156,no,no,cellular,19,11,357,1,-1,0,unknown,no
25705,33,management,married,tertiary,no,3024,no,no,cellular,19,11,118,1,-1,0,unknown,no
25706,44,services,married,primary,no,1161,yes,no,cellular,19,11,402,1,184,5,failure,no
25707,30,admin.,married,secondary,no,2284,yes,no,cellular,19,11,154,1,-1,0,unknown,no
25708,35,technician,single,unknown,no,1342,yes,no,cellular,19,11,68,1,-1,0,unknown,no
25709,32,unemployed,married,secondary,no,11524,yes,no,cellular,19,11,289,3,-1,0,unknown,no
25711,30,services,single,secondary,no,1846,yes,no,cellular,19,11,87,2,-1,0,unknown,no
25712,30,student,single,secondary,no,0,yes,no,cellular,19,11,661,1,-1,0,unknown,no
25713,32,blue-collar,single,secondary,no,413,yes,no,cellular,19,11,270,1,-1,0,unknown,no
25714,54,services,married,unknown,no,386,no,yes,cellular,19,11,74,1,152,1,success,no
25715,33,management,single,tertiary,no,8038,yes,no,cellular,19,11,60,1,-1,0,unknown,no
25716,59,housemaid,married,primary,no,935,yes,no,cellular,19,11,103,3,166,2,failure,no
25717,45,management,single,secondary,no,142,no,yes,cellular,19,11,258,1,105,4,failure,no
25718,31,services,single,secondary,no,252,no,no,cellular,19,11,222,1,-1,0,unknown,no
25719,30,management,single,tertiary,no,4896,no,no,cellular,19,11,132,1,-1,0,unknown,no
25720,33,self-employed,married,tertiary,no,0,yes,no,cellular,19,11,122,2,-1,0,unknown,no
25721,37,blue-collar,married,secondary,no,1165,yes,no,cellular,19,11,62,3,190,4,success,no
25722,37,technician,married,tertiary,no,1092,no,no,cellular,19,11,292,3,-1,0,unknown,no
25723,30,management,married,tertiary,no,-181,yes,no,cellular,19,11,621,2,-1,0,unknown,no
25724,53,management,married,tertiary,no,8093,no,no,cellular,19,11,93,1,-1,0,unknown,no
25725,41,management,married,tertiary,no,2885,no,no,cellular,19,11,40,1,-1,0,unknown,no
25726,34,management,divorced,tertiary,no,27,no,yes,cellular,19,11,190,1,-1,0,unknown,no
25727,43,blue-collar,married,secondary,no,1927,yes,no,cellular,19,11,63,1,-1,0,unknown,no
25728,58,blue-collar,divorced,primary,no,8218,yes,no,cellular,19,11,141,2,111,10,failure,no
25729,33,technician,single,tertiary,no,149,yes,no,cellular,19,11,424,2,182,1,other,yes
25730,32,blue-collar,married,secondary,no,3228,yes,no,cellular,19,11,198,3,-1,0,unknown,no
25731,50,management,married,secondary,no,0,yes,no,cellular,19,11,122,2,-1,0,unknown,no
25732,40,blue-collar,single,secondary,no,3,no,no,cellular,19,11,998,1,-1,0,unknown,yes
25733,46,services,married,secondary,no,2420,no,no,cellular,19,11,405,2,-1,0,unknown,no
25734,54,management,married,tertiary,no,2650,yes,yes,cellular,19,11,50,1,-1,0,unknown,no
25735,34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,11,50,1,-1,0,unknown,no
25736,53,technician,married,secondary,no,0,no,no,cellular,19,11,291,1,-1,0,unknown,no
25737,53,management,married,tertiary,no,241,yes,no,cellular,19,11,137,1,-1,0,unknown,no
25738,57,retired,married,primary,no,6969,no,no,cellular,19,11,152,2,-1,0,unknown,no
25739,42,blue-collar,married,primary,no,807,yes,no,cellular,19,11,1057,1,-1,0,unknown,yes
25740,53,self-employed,married,tertiary,no,3711,no,no,cellular,19,11,64,1,-1,0,unknown,no
25741,42,self-employed,married,secondary,no,3211,no,no,cellular,19,11,87,2,111,1,failure,no
25742,47,blue-collar,married,secondary,no,0,yes,yes,cellular,19,11,196,1,-1,0,unknown,no
25743,46,technician,married,secondary,no,0,yes,no,cellular,19,11,161,2,-1,0,unknown,no
25744,50,technician,married,secondary,no,3149,yes,no,cellular,19,11,69,1,190,1,other,no
25745,41,housemaid,single,secondary,no,2184,no,no,cellular,19,11,98,1,153,2,failure,no
25747,32,management,married,tertiary,no,11281,no,no,cellular,19,11,155,1,-1,0,unknown,no
25748,30,unknown,single,unknown,no,6929,no,no,cellular,19,11,341,1,-1,0,unknown,no
25749,40,unemployed,married,secondary,no,0,yes,no,cellular,19,11,332,1,183,1,failure,no
25750,43,technician,divorced,secondary,no,6835,no,no,cellular,19,11,187,1,152,2,failure,no
25751,32,blue-collar,single,secondary,no,6337,yes,no,cellular,19,11,126,2,-1,0,unknown,no
25752,44,technician,single,secondary,no,1195,yes,no,cellular,19,11,187,6,188,9,failure,no
25753,51,management,married,tertiary,no,94,yes,no,cellular,19,11,281,3,-1,0,unknown,no
25754,58,blue-collar,married,primary,no,630,yes,no,cellular,19,11,59,1,174,1,failure,no
25755,43,management,married,tertiary,no,1993,no,no,cellular,19,11,37,1,174,1,failure,no
25756,36,blue-collar,married,primary,no,1503,no,no,cellular,19,11,138,1,-1,0,unknown,no
25757,34,blue-collar,divorced,secondary,no,1125,yes,yes,cellular,19,11,141,2,-1,0,unknown,no
25758,58,blue-collar,married,secondary,no,590,no,yes,cellular,19,11,136,1,167,1,failure,no
25759,39,management,married,secondary,no,6012,no,no,telephone,19,11,140,1,119,2,failure,no
25760,35,management,single,tertiary,no,304,yes,no,cellular,19,11,274,2,-1,0,unknown,no
25761,36,technician,married,secondary,no,377,yes,yes,cellular,19,11,135,1,-1,0,unknown,no
25762,33,unknown,single,secondary,no,1522,no,yes,cellular,19,11,966,1,-1,0,unknown,no
25763,51,blue-collar,married,primary,no,863,no,no,cellular,19,11,169,1,189,2,other,no
25764,38,entrepreneur,married,secondary,no,0,yes,no,cellular,19,11,202,1,-1,0,unknown,no
25766,54,self-employed,divorced,tertiary,no,1323,no,no,cellular,19,11,83,1,152,4,failure,no
25767,41,blue-collar,married,secondary,no,1011,yes,no,cellular,19,11,113,1,174,4,other,no
25769,47,admin.,married,secondary,no,4480,no,no,telephone,19,11,60,2,-1,0,unknown,no
25771,44,management,divorced,tertiary,no,0,yes,yes,cellular,19,11,128,1,-1,0,unknown,no
25772,39,entrepreneur,married,primary,no,238,yes,yes,cellular,19,11,134,1,-1,0,unknown,no
25773,43,unemployed,divorced,secondary,no,1577,yes,no,cellular,19,11,87,1,-1,0,unknown,no
25775,45,management,single,tertiary,no,997,no,yes,cellular,19,11,152,1,-1,0,unknown,no
25776,40,management,married,tertiary,no,315,no,no,cellular,19,11,321,1,-1,0,unknown,no
25778,57,admin.,divorced,secondary,no,18268,yes,no,cellular,19,11,68,1,-1,0,unknown,no
25779,30,admin.,married,secondary,no,401,no,no,cellular,19,11,50,1,-1,0,unknown,no
25780,50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,11,265,1,127,4,other,no
25781,48,blue-collar,married,secondary,no,-202,yes,yes,cellular,19,11,565,1,112,4,failure,no
25782,59,retired,married,secondary,no,32948,no,no,cellular,19,11,243,1,174,2,failure,no
25783,39,technician,married,secondary,no,447,no,no,cellular,19,11,968,1,-1,0,unknown,no
25784,45,entrepreneur,married,tertiary,no,0,no,no,cellular,19,11,416,2,-1,0,unknown,no
25785,33,entrepreneur,married,secondary,no,2,yes,yes,cellular,19,11,17,5,198,1,failure,no
25786,36,management,single,secondary,no,0,no,no,cellular,19,11,537,3,-1,0,unknown,no
25787,44,services,divorced,tertiary,no,2279,no,yes,cellular,19,11,105,1,146,1,failure,no
25788,32,technician,single,secondary,no,7558,yes,no,cellular,19,11,581,2,-1,0,unknown,no
25789,52,blue-collar,divorced,primary,no,3990,no,no,cellular,19,11,1548,1,153,1,other,no
25791,47,blue-collar,married,secondary,no,538,no,yes,cellular,19,11,131,1,-1,0,unknown,no
25792,35,management,married,tertiary,no,2583,no,no,cellular,19,11,210,1,-1,0,unknown,no
25794,45,technician,divorced,secondary,no,1066,yes,yes,cellular,19,11,124,2,-1,0,unknown,no
25795,55,technician,married,primary,no,938,no,yes,cellular,19,11,742,1,-1,0,unknown,no
25796,39,management,married,secondary,no,763,no,no,cellular,19,11,360,1,153,2,other,no
25797,58,technician,single,tertiary,no,388,no,no,cellular,19,11,96,1,-1,0,unknown,no
25798,32,technician,married,tertiary,no,432,yes,no,cellular,19,11,164,2,195,1,other,no
25799,43,blue-collar,married,primary,no,25,yes,no,cellular,19,11,70,1,-1,0,unknown,no
25800,32,management,single,tertiary,no,0,no,no,cellular,19,11,57,1,-1,0,unknown,no
25801,54,housemaid,married,tertiary,no,440,no,no,cellular,19,11,89,1,-1,0,unknown,no
25802,31,admin.,single,tertiary,no,2004,no,no,cellular,19,11,117,1,-1,0,unknown,no
25803,33,management,single,secondary,no,8004,no,no,cellular,19,11,414,3,-1,0,unknown,no
25804,36,management,single,tertiary,no,774,no,no,cellular,19,11,193,2,-1,0,unknown,no
25805,31,management,divorced,tertiary,no,883,yes,no,cellular,19,11,168,1,-1,0,unknown,no
25806,36,admin.,married,unknown,no,2323,no,no,cellular,19,11,111,1,-1,0,unknown,no
25807,36,management,married,secondary,no,6077,no,no,cellular,19,11,227,1,-1,0,unknown,no
25808,42,technician,married,secondary,no,300,yes,no,cellular,19,11,76,1,-1,0,unknown,no
25809,41,technician,married,tertiary,no,3700,no,no,cellular,19,11,136,1,-1,0,unknown,no
25810,31,technician,married,secondary,no,793,no,no,cellular,19,11,755,1,-1,0,unknown,no
25812,45,blue-collar,married,secondary,no,2926,yes,yes,cellular,19,11,482,3,120,2,failure,no
25813,37,management,married,tertiary,no,1353,yes,no,cellular,19,11,101,1,-1,0,unknown,no
25814,42,management,married,tertiary,no,783,yes,no,cellular,19,11,77,2,128,3,failure,no
25815,30,services,single,secondary,no,101,yes,no,cellular,19,11,85,2,-1,0,unknown,no
25816,30,blue-collar,married,primary,no,1101,yes,yes,cellular,19,11,779,2,175,1,failure,no
25817,59,retired,married,secondary,no,2291,no,yes,cellular,19,11,190,1,128,3,failure,no
25818,51,technician,married,secondary,no,8863,no,no,cellular,19,11,435,2,-1,0,unknown,no
25819,57,self-employed,married,secondary,no,11494,no,no,cellular,19,11,198,1,-1,0,unknown,no
25820,45,management,married,tertiary,no,4395,no,no,cellular,19,11,299,3,-1,0,unknown,no
25821,41,blue-collar,single,secondary,no,3851,no,no,cellular,19,11,130,1,-1,0,unknown,no
25822,52,entrepreneur,divorced,tertiary,no,3975,no,no,cellular,19,11,116,5,-1,0,unknown,no
25823,37,services,married,secondary,no,1784,yes,no,cellular,19,11,19,5,-1,0,unknown,no
25825,34,management,divorced,tertiary,no,0,yes,no,cellular,19,11,1283,1,-1,0,unknown,no
25826,35,blue-collar,married,secondary,no,1160,no,yes,telephone,19,11,62,1,-1,0,unknown,no
25827,56,admin.,married,secondary,no,33,no,yes,cellular,19,11,111,1,-1,0,unknown,no
25828,30,technician,single,secondary,no,538,yes,no,cellular,19,11,148,1,-1,0,unknown,no
25829,46,entrepreneur,married,primary,no,8873,yes,no,cellular,19,11,172,1,118,2,failure,no
25830,42,admin.,married,secondary,no,196,yes,yes,cellular,19,11,186,1,-1,0,unknown,no
25831,55,management,married,tertiary,no,563,yes,no,cellular,19,11,164,1,-1,0,unknown,no
25832,51,management,married,tertiary,no,10995,yes,no,cellular,19,11,220,2,-1,0,unknown,no
25833,45,self-employed,married,secondary,no,3080,no,no,cellular,19,11,296,1,-1,0,unknown,no
25834,40,technician,married,secondary,no,657,yes,no,cellular,19,11,178,1,112,2,failure,no
25835,35,unemployed,married,tertiary,no,816,yes,no,cellular,19,11,547,7,-1,0,unknown,no
25836,32,admin.,single,secondary,no,8619,yes,no,cellular,19,11,267,2,-1,0,unknown,no
25837,46,entrepreneur,married,secondary,no,3317,no,no,cellular,19,11,231,2,-1,0,unknown,no
25838,46,unemployed,married,secondary,no,2017,yes,no,cellular,19,11,161,1,-1,0,unknown,no
25839,37,blue-collar,married,primary,no,253,yes,no,cellular,19,11,59,2,153,2,failure,no
25840,33,blue-collar,married,tertiary,no,6138,yes,no,cellular,19,11,384,1,183,1,failure,no
25841,32,management,married,tertiary,no,2044,yes,no,cellular,19,11,477,1,-1,0,unknown,no
25843,50,admin.,divorced,primary,no,8583,yes,no,cellular,19,11,59,1,-1,0,unknown,no
25844,45,self-employed,single,tertiary,no,1009,no,no,cellular,19,11,125,2,-1,0,unknown,no
25845,46,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,11,522,1,174,1,success,yes
25846,45,self-employed,married,secondary,no,830,no,no,cellular,19,11,180,1,111,2,failure,no
25847,38,blue-collar,single,unknown,no,5338,no,no,telephone,19,11,201,1,-1,0,unknown,no
25848,38,blue-collar,divorced,secondary,no,0,yes,no,cellular,19,11,230,1,-1,0,unknown,no
25849,34,entrepreneur,married,tertiary,no,4028,no,no,cellular,19,11,98,1,-1,0,unknown,no
25850,30,unemployed,married,secondary,no,1566,no,no,cellular,19,11,73,1,-1,0,unknown,no
25851,31,services,married,secondary,no,593,yes,no,cellular,19,11,391,2,-1,0,unknown,no
25853,35,entrepreneur,single,secondary,no,866,yes,no,cellular,19,11,147,1,-1,0,unknown,no
25854,34,self-employed,married,tertiary,no,5498,no,no,cellular,19,11,265,1,-1,0,unknown,no
25855,53,management,divorced,tertiary,no,26306,yes,no,cellular,19,11,67,3,-1,0,unknown,no
25856,33,self-employed,single,secondary,no,4,yes,no,cellular,19,11,136,2,180,2,failure,no
25857,53,management,married,tertiary,no,7249,yes,yes,cellular,19,11,350,1,-1,0,unknown,no
25858,47,unemployed,married,secondary,no,351,yes,yes,cellular,19,11,174,1,174,1,failure,no
25859,41,services,married,secondary,no,115,yes,yes,cellular,19,11,299,2,-1,0,unknown,no
25860,39,blue-collar,married,secondary,no,94,yes,yes,cellular,19,11,181,1,-1,0,unknown,no
25861,32,self-employed,single,tertiary,no,444,no,no,cellular,19,11,101,1,-1,0,unknown,no
25862,31,services,married,secondary,no,-489,yes,yes,cellular,19,11,392,3,-1,0,unknown,no
25863,37,services,married,secondary,no,523,yes,no,telephone,19,11,21,1,-1,0,unknown,no
25864,49,admin.,married,secondary,no,1697,yes,no,cellular,19,11,236,1,-1,0,unknown,no
25865,35,management,married,tertiary,no,16,no,no,cellular,19,11,185,1,-1,0,unknown,no
25866,30,management,single,tertiary,no,2592,no,no,cellular,19,11,50,1,-1,0,unknown,no
25867,35,blue-collar,married,secondary,no,86,no,no,cellular,19,11,127,1,111,2,failure,no
25868,40,blue-collar,married,secondary,no,4853,no,no,cellular,19,11,259,1,111,2,failure,no
25869,38,entrepreneur,married,secondary,no,0,yes,yes,cellular,19,11,418,2,-1,0,unknown,no
25870,38,technician,single,secondary,no,884,yes,yes,cellular,19,11,295,1,111,2,failure,no
25871,35,management,married,tertiary,no,244,yes,no,cellular,19,11,138,1,-1,0,unknown,no
25873,42,services,single,secondary,no,2628,yes,no,cellular,19,11,146,1,-1,0,unknown,no
25874,39,management,married,tertiary,no,622,no,no,cellular,19,11,145,1,-1,0,unknown,no
25875,31,technician,married,secondary,no,2420,yes,no,cellular,19,11,166,1,-1,0,unknown,no
25876,51,services,single,secondary,no,5610,yes,no,cellular,19,11,69,2,-1,0,unknown,no
25877,51,entrepreneur,married,tertiary,no,3,no,no,cellular,19,11,276,2,-1,0,unknown,no
25878,36,management,married,primary,no,3953,yes,no,cellular,19,11,277,1,-1,0,unknown,no
25879,59,retired,married,primary,no,741,no,no,cellular,19,11,194,2,152,2,failure,no
25880,58,management,divorced,unknown,no,3498,no,no,cellular,19,11,175,1,-1,0,unknown,no
25881,30,management,married,tertiary,no,5204,yes,no,cellular,19,11,117,1,-1,0,unknown,no
25882,32,services,married,secondary,no,264,yes,yes,cellular,19,11,1502,1,-1,0,unknown,yes
25883,48,housemaid,divorced,secondary,no,57,no,no,cellular,19,11,134,1,-1,0,unknown,no
25884,34,technician,single,secondary,no,4943,yes,yes,cellular,19,11,117,2,-1,0,unknown,no
25885,57,technician,married,secondary,no,6164,no,no,cellular,19,11,161,2,-1,0,unknown,no
25886,55,management,married,tertiary,no,12675,no,no,cellular,19,11,195,2,-1,0,unknown,no
25887,47,blue-collar,married,secondary,no,310,no,no,cellular,19,11,353,2,-1,0,unknown,no
25889,34,housemaid,married,tertiary,no,4958,yes,no,cellular,19,11,175,1,183,1,failure,no
25890,39,entrepreneur,married,tertiary,no,5848,yes,no,cellular,19,11,55,1,-1,0,unknown,no
25891,53,technician,married,primary,no,6839,yes,no,cellular,19,11,77,1,-1,0,unknown,no
25892,30,admin.,married,secondary,no,2074,no,no,cellular,19,11,98,1,-1,0,unknown,no
25893,50,management,divorced,secondary,no,2,no,no,cellular,19,11,208,1,-1,0,unknown,no
25894,44,blue-collar,married,primary,no,612,yes,yes,cellular,19,11,131,1,-1,0,unknown,no
25895,30,technician,married,secondary,no,2278,no,yes,telephone,19,11,47,1,-1,0,unknown,no
25896,53,technician,married,secondary,no,2052,yes,no,cellular,19,11,286,1,-1,0,unknown,no
25897,50,self-employed,married,tertiary,no,4012,no,no,cellular,19,11,690,3,-1,0,unknown,no
25898,46,entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,11,93,1,189,8,failure,no
25899,33,management,single,tertiary,no,1998,no,no,cellular,19,11,570,1,-1,0,unknown,no
25900,59,management,married,tertiary,no,1881,no,no,cellular,19,11,456,2,-1,0,unknown,no
25901,32,self-employed,single,tertiary,no,1249,yes,no,cellular,19,11,472,1,-1,0,unknown,yes
25903,44,technician,married,primary,no,7800,yes,no,cellular,19,11,250,1,-1,0,unknown,no
25904,57,management,married,tertiary,no,1172,no,no,cellular,19,11,164,3,-1,0,unknown,no
25905,36,self-employed,married,tertiary,no,16430,yes,no,cellular,19,11,234,1,166,3,failure,no
25906,31,self-employed,single,secondary,no,203,no,yes,cellular,19,11,177,1,-1,0,unknown,no
25908,33,housemaid,married,primary,no,2293,yes,no,cellular,19,11,457,2,-1,0,unknown,no
25909,38,blue-collar,married,primary,no,190,yes,no,telephone,19,11,623,1,175,1,other,yes
25910,48,management,married,secondary,no,0,no,no,cellular,19,11,20,4,-1,0,unknown,no
25911,30,admin.,single,unknown,no,0,yes,no,cellular,19,11,1206,2,-1,0,unknown,no
25912,52,self-employed,divorced,secondary,no,1291,yes,no,cellular,19,11,559,1,169,2,failure,no
25913,41,entrepreneur,divorced,tertiary,yes,0,yes,no,cellular,19,11,21,10,-1,0,unknown,no
25914,41,management,married,tertiary,no,-608,yes,no,cellular,19,11,12,6,-1,0,unknown,no
25915,34,admin.,married,secondary,no,131,no,no,cellular,19,11,94,1,-1,0,unknown,no
25916,30,entrepreneur,married,secondary,no,946,yes,no,cellular,19,11,1065,1,183,1,other,no
25917,29,blue-collar,married,secondary,no,659,no,no,telephone,19,11,401,1,-1,0,unknown,no
25918,47,management,single,tertiary,no,0,yes,no,cellular,19,11,50,2,-1,0,unknown,no
25919,57,blue-collar,married,secondary,no,5935,yes,yes,cellular,19,11,90,2,198,1,failure,no
25920,33,unemployed,married,secondary,yes,-108,yes,yes,cellular,19,11,286,3,-1,0,unknown,no
25921,37,technician,married,secondary,no,332,yes,no,cellular,19,11,342,2,-1,0,unknown,no
25922,54,unemployed,married,tertiary,no,1180,no,no,cellular,19,11,394,2,-1,0,unknown,no
25923,41,blue-collar,married,secondary,no,1449,yes,no,cellular,19,11,63,1,-1,0,unknown,no
25924,34,admin.,single,secondary,no,5057,yes,no,cellular,19,11,73,1,-1,0,unknown,no
25925,32,technician,single,tertiary,no,550,no,no,cellular,19,11,337,1,-1,0,unknown,yes
25926,35,admin.,married,secondary,no,3187,yes,no,cellular,19,11,171,2,183,1,failure,no
25927,32,services,single,primary,no,-56,no,yes,cellular,19,11,418,1,-1,0,unknown,no
25928,43,technician,married,primary,no,4844,yes,no,cellular,19,11,434,1,-1,0,unknown,no
25930,37,technician,single,tertiary,no,3943,no,no,cellular,19,11,37,1,-1,0,unknown,no
25932,52,management,married,tertiary,no,40,no,no,cellular,19,11,1265,3,-1,0,unknown,yes
25933,33,blue-collar,married,primary,no,3512,yes,no,cellular,19,11,251,1,183,2,failure,no
25934,33,admin.,married,unknown,no,2780,no,no,cellular,19,11,485,1,-1,0,unknown,yes
25935,41,management,married,tertiary,no,217,no,no,cellular,19,11,328,1,-1,0,unknown,no
25936,49,blue-collar,married,primary,no,6429,no,no,cellular,19,11,108,1,-1,0,unknown,no
25937,56,services,married,primary,no,444,yes,no,cellular,19,11,88,1,166,1,failure,no
25939,36,unemployed,single,tertiary,no,536,no,no,cellular,19,11,520,1,-1,0,unknown,no
25940,42,management,single,tertiary,no,515,yes,no,cellular,19,11,501,2,-1,0,unknown,no
25941,38,management,married,tertiary,no,5432,yes,yes,cellular,19,11,408,1,183,1,failure,no
25942,52,services,divorced,secondary,no,3204,no,no,cellular,19,11,77,1,-1,0,unknown,no
25943,56,self-employed,married,tertiary,yes,0,no,no,cellular,19,11,122,1,-1,0,unknown,no
25944,48,self-employed,married,secondary,no,1175,yes,yes,cellular,19,11,62,1,-1,0,unknown,no
25945,40,admin.,married,secondary,no,67,no,yes,cellular,19,11,359,2,152,5,failure,no
25946,37,blue-collar,married,primary,no,3574,yes,no,cellular,19,11,178,1,170,2,failure,no
25947,36,admin.,single,tertiary,no,2622,no,no,cellular,19,11,640,1,127,5,failure,no
25951,47,blue-collar,divorced,primary,no,551,yes,no,cellular,19,11,662,2,-1,0,unknown,no
25952,32,technician,single,tertiary,yes,0,no,no,cellular,19,11,122,2,-1,0,unknown,no
25953,41,technician,single,secondary,no,2004,yes,no,cellular,19,11,254,1,-1,0,unknown,no
25954,32,admin.,married,secondary,no,269,yes,no,cellular,19,11,236,1,-1,0,unknown,no
25955,55,unemployed,married,secondary,no,4733,yes,no,cellular,19,11,70,1,174,2,other,no
25957,31,admin.,married,secondary,no,8295,yes,no,cellular,19,11,541,1,-1,0,unknown,no
25959,31,admin.,divorced,tertiary,no,-2,yes,no,cellular,19,11,300,1,-1,0,unknown,no
25961,57,blue-collar,single,primary,no,3495,no,yes,cellular,19,11,362,3,-1,0,unknown,no
25962,34,admin.,married,tertiary,no,899,yes,no,telephone,19,11,377,3,7,4,success,no
25963,44,management,single,tertiary,no,709,yes,no,cellular,19,11,54,1,-1,0,unknown,no
25966,54,unknown,divorced,tertiary,no,2272,yes,no,telephone,19,11,88,1,189,1,failure,no
25967,50,management,married,tertiary,no,5794,no,no,cellular,19,11,625,1,-1,0,unknown,no
25968,56,admin.,divorced,secondary,no,-429,no,yes,cellular,19,11,120,2,119,4,failure,no
25970,31,management,married,tertiary,no,5238,yes,yes,cellular,19,11,156,2,-1,0,unknown,no
25971,40,technician,married,tertiary,no,1759,yes,no,cellular,19,11,87,2,-1,0,unknown,no
25972,48,blue-collar,married,secondary,no,4770,yes,yes,cellular,19,11,616,2,-1,0,unknown,no
25973,43,management,married,primary,no,8167,yes,no,telephone,19,11,202,2,184,2,failure,no
25974,52,blue-collar,married,secondary,no,6933,no,no,cellular,19,11,273,2,-1,0,unknown,no
25977,32,management,married,tertiary,no,913,yes,no,cellular,19,11,278,3,-1,0,unknown,no
25978,33,admin.,divorced,secondary,no,1762,yes,no,cellular,19,11,146,2,-1,0,unknown,no
25979,36,admin.,married,secondary,no,1207,yes,no,cellular,19,11,1792,2,-1,0,unknown,yes
25980,59,management,married,tertiary,no,10114,no,no,cellular,19,11,596,3,-1,0,unknown,no
25981,36,entrepreneur,married,secondary,no,227,no,no,cellular,19,11,294,2,-1,0,unknown,no
25982,31,self-employed,single,tertiary,no,3361,no,no,cellular,19,11,457,2,-1,0,unknown,no
25983,42,management,single,tertiary,no,3445,no,no,cellular,19,11,1662,3,-1,0,unknown,no
25984,34,management,married,tertiary,no,1006,yes,no,cellular,19,11,783,3,195,2,other,yes
25985,56,blue-collar,divorced,primary,no,7396,yes,no,cellular,19,11,115,2,-1,0,unknown,no
25986,37,management,single,tertiary,no,5340,yes,no,cellular,19,11,101,2,104,4,failure,no
25987,32,management,single,tertiary,no,2515,no,yes,cellular,19,11,223,2,-1,0,unknown,no
25988,40,management,married,tertiary,no,12212,no,no,cellular,19,11,100,3,-1,0,unknown,no
25989,53,blue-collar,single,secondary,no,2430,yes,yes,cellular,19,11,73,2,145,3,failure,no
25990,33,technician,married,secondary,no,0,yes,yes,cellular,19,11,163,2,-1,0,unknown,no
25991,40,housemaid,married,secondary,no,0,no,no,cellular,19,11,107,3,-1,0,unknown,no
25992,37,services,married,primary,yes,-483,yes,yes,cellular,19,11,70,3,-1,0,unknown,no
25993,30,management,single,tertiary,no,19358,no,no,cellular,19,11,258,2,-1,0,unknown,no
